image_path,full_path,exists,image_source,gt_answers,fake_cls,ai_score,hum_score,predicted_label
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_33.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_33.png,True,Fakeddit,Fake,visual_veracity_distortion,0.00037,0.99963,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_34.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_34.png,True,Fakeddit,Fake,visual_veracity_distortion,3.9e-05,0.999961,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_35.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_35.png,True,Fakeddit,Fake,visual_veracity_distortion,0.996938,0.003062,ai
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_36.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_36.png,True,Fakeddit,Fake,visual_veracity_distortion,0.006066,0.993934,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_37.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_37.png,True,Fakeddit,Fake,visual_veracity_distortion,0.000657,0.999343,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_38.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_38.png,True,Fakeddit,Fake,visual_veracity_distortion,3.8e-05,0.999962,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_39.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_39.png,True,Fakeddit,Fake,visual_veracity_distortion,0.000184,0.999816,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_40.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_40.png,True,Fakeddit,Fake,visual_veracity_distortion,0.009795,0.990205,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_41.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_41.png,True,Fakeddit,Fake,visual_veracity_distortion,0.420911,0.579089,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_42.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_42.png,True,Fakeddit,Fake,visual_veracity_distortion,0.001089,0.998911,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_43.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_43.png,True,Fakeddit,Fake,visual_veracity_distortion,0.997163,0.002837,ai
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_44.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_44.png,True,Fakeddit,Fake,visual_veracity_distortion,0.00101,0.99899,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_45.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_45.png,True,Fakeddit,Fake,visual_veracity_distortion,0.003146,0.996854,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_46.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_46.png,True,Fakeddit,Fake,visual_veracity_distortion,0.001385,0.998615,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_47.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_47.png,True,Fakeddit,Fake,visual_veracity_distortion,2e-05,0.99998,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_48.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_48.png,True,Fakeddit,Fake,visual_veracity_distortion,3.8e-05,0.999962,hum
/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_49.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_49.png,True,Fakeddit,Fake,visual_veracity_distortion,0.000704,0.999295,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_1.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_1.png,True,AI-generated Image,Fake,visual_veracity_distortion,9.7e-05,0.999903,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_2.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_2.png,True,AI-generated Image,Fake,visual_veracity_distortion,3.6e-05,0.999964,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_3.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_3.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.717682,0.282318,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_4.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_4.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.030258,0.969742,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_5.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_5.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.001369,0.998631,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_6.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_6.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.993571,0.006429,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_7.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_7.png,True,AI-generated Image,Fake,visual_veracity_distortion,3.1e-05,0.999969,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_8.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_8.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.99958,0.00042,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_9.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_9.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999929,7.1e-05,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_10.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_10.png,True,AI-generated Image,Fake,visual_veracity_distortion,1.1e-05,0.999989,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_11.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_11.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.004575,0.995425,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_12.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_12.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999617,0.000383,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_13.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_13.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.000385,0.999614,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_14.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_14.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999144,0.000856,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_15.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_15.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999771,0.000229,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_16.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_16.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999984,1.6e-05,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_17.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_17.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.844058,0.155942,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_18.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_18.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.997592,0.002408,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_19.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_19.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.99947,0.00053,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_20.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_20.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999851,0.000149,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_21.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_21.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.997521,0.002479,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_22.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_22.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999986,1.4e-05,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_23.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_23.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999799,0.000201,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_24.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_24.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.959889,0.040111,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_25.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_25.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999948,5.2e-05,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_26.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_26.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.997617,0.002383,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_27.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_27.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.002212,0.997788,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_28.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_28.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.002043,0.997957,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_29.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_29.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999655,0.000345,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_30.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_30.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.001157,0.998843,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_31.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_31.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999596,0.000404,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_32.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_32.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.000131,0.999869,hum
/fake/antifact_image_generation_val_50/coco_antifact_val_33.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_33.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999843,0.000157,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_34.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_34.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999977,2.3e-05,ai
/fake/antifact_image_generation_val_50/coco_antifact_val_35.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/coco_antifact_val_35.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.000167,0.999833,hum
/fake/antifact_image_generation_val_50/visualnews_antifact_val_36.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_36.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999811,0.000189,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_37.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_37.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.0005,0.9995,hum
/fake/antifact_image_generation_val_50/visualnews_antifact_val_38.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_38.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999959,4.1e-05,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_39.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_39.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999995,5e-06,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_40.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_40.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999874,0.000126,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_1.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_1.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.99998,2e-05,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_2.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_2.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999974,2.6e-05,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_3.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_3.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.998738,0.001262,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_4.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_4.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.998927,0.001073,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_5.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_5.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.999445,0.000555,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_edit_1.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_edit_1.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.998283,0.001717,ai
/fake/antifact_image_generation_val_50/visualnews_antifact_val_edit_2.png,D:\Pics Can Lie\dataset\MMFakeBench\MMFakeBench_val\fake/antifact_image_generation_val_50/visualnews_antifact_val_edit_2.png,True,AI-generated Image,Fake,visual_veracity_distortion,0.997991,0.002009,ai
