idx,sample_id,image_path,fake_cls,gt_answers,label,clip_prob,clip_sim
23,smoke_0023,/real/coco_val_50/coco_val_11.png,original,True,0,0.76799583,0.15726918
24,smoke_0024,/real/guardian_val_50/guardian_val_22.png,original,True,0,0.18390432,0.23334295
25,smoke_0025,/real/bbc_val_50/BBC_val_46.png,original,True,0,9.04298e-05,0.3344881
26,smoke_0026,/real/bbc_val_50/BBC_val_25.png,original,True,0,0.2251138,0.20018004
27,smoke_0027,/real/wash_val_50/wash_val_46.png,original,True,0,0.007871116,0.30569834
28,smoke_0028,/real/coco_val_50/coco_val_13.png,original,True,0,0.003115226,0.25909334
29,smoke_0029,/real/guardian_val_50/guardian_val_43.png,original,True,0,0.10767611,0.21436621
30,smoke_0030,/real/guardian_val_50/guardian_val_21.png,original,True,0,0.005332954,0.29068068
31,smoke_0031,/real/fakeddit_val_50/fakeddit_val_24.png,original,True,0,0.0011488672,0.29360765
32,smoke_0032,/real/wash_val_50/wash_val_32.png,original,True,0,0.07848015,0.22859693
33,smoke_0033,/real/usa_today_val_50/usa_today_val_6.png,original,True,0,0.0047953855,0.27173126
34,smoke_0034,/real/coco_val_50/coco_val_7.png,original,True,0,0.0947838,0.25252765
35,smoke_0035,/real/fakeddit_val_50/fakeddit_val_7.png,original,True,0,0.998514,0.13850063
36,smoke_0036,/real/wash_val_50/wash_val_22.png,original,True,0,0.04426865,0.27038068
37,smoke_0037,/real/wash_val_50/wash_val_27.png,original,True,0,0.0010811522,0.30230653
38,smoke_0038,/real/fakeddit_val_50/fakeddit_val_44.png,original,True,0,0.06122594,0.21724856
39,smoke_0039,/real/coco_val_50/coco_val_30.png,original,True,0,0.04725969,0.2504362
40,smoke_0040,/real/coco_val_50/coco_val_20.png,original,True,0,0.0010092614,0.29183933
41,smoke_0041,/real/coco_val_50/coco_val_21.png,original,True,0,0.22349,0.2159141
42,smoke_0042,/real/wash_val_50/wash_val_37.png,original,True,0,0.16480958,0.21185493
43,smoke_0043,/real/guardian_val_50/guardian_val_32.png,original,True,0,0.0011377551,0.3192586
44,smoke_0044,/real/bbc_val_50/BBC_val_45.png,original,True,0,5.991186e-05,0.35517356
45,smoke_0045,/real/usa_today_val_50/usa_today_val_11.png,original,True,0,0.0012938294,0.2952686
46,smoke_0046,/real/coco_val_50/coco_val_46.png,original,True,0,0.53564906,0.23333073
47,smoke_0047,/real/bbc_val_50/BBC_val_48.png,original,True,0,0.012664592,0.2515331
48,smoke_0048,/real/bbc_val_50/BBC_val_23.png,original,True,0,0.00020157766,0.2857675
49,smoke_0049,/real/guardian_val_50/guardian_val_26.png,original,True,0,0.30649143,0.19328666
50,smoke_0050,/real/guardian_val_50/guardian_val_12.png,original,True,0,0.0002648192,0.31715477
51,smoke_0051,/real/wash_val_50/wash_val_7.png,original,True,0,0.05371565,0.28190613
52,smoke_0052,/real/wash_val_50/wash_val_17.png,original,True,0,4.1634477e-05,0.3195262
53,smoke_0053,/real/guardian_val_50/guardian_val_45.png,original,True,0,0.670363,0.18323979
54,smoke_0054,/real/bbc_val_50/BBC_val_33.png,original,True,0,0.9891418,0.15592492
55,smoke_0055,/real/coco_val_50/coco_val_44.png,original,True,0,0.012240243,0.26959893
56,smoke_0056,/real/coco_val_50/coco_val_4.png,original,True,0,0.7132131,0.22082472
57,smoke_0057,/real/usa_today_val_50/usa_today_val_47.png,original,True,0,0.00038497336,0.31490898
58,smoke_0058,/real/wash_val_50/wash_val_0.png,original,True,0,0.006655353,0.27564937
59,smoke_0059,/real/bbc_val_50/BBC_val_12.png,original,True,0,0.67706126,0.20496923
60,smoke_0060,/fake/fever_AI_val_100/fever_val_SD_21.png,textual_veracity_distortion,Fake,1,0.0073429444,0.2757789
61,smoke_0061,/fake/chatgpt_match_val_50/chatgpt_match_val_33.png,textual_veracity_distortion,Fake,1,0.1419111,0.21978578
62,smoke_0062,/fake/chatgpt_match_val_50/chatgpt_match_val_13.png,textual_veracity_distortion,Fake,1,0.9990877,0.108981624
63,smoke_0063,/fake/chatgpt_match_val_50/chatgpt_match_val_10.png,textual_veracity_distortion,Fake,1,0.29255912,0.24145916
64,smoke_0064,/fake/fever_AI_val_100/fever_val_AI_31.png,textual_veracity_distortion,Fake,1,4.1600546e-05,0.29063296
65,smoke_0065,/fake/gossipcop_match_val_25/gossipcop_match_val_5.png,textual_veracity_distortion,Fake,1,0.95050687,0.19091283
66,smoke_0066,/fake/fever_AI_val_100/fever_val_AI_28.png,textual_veracity_distortion,Fake,1,0.0027733832,0.2885816
67,smoke_0067,/fake/fever_AI_val_100/fever_val_AI_7.png,textual_veracity_distortion,Fake,1,0.0058832737,0.24309927
68,smoke_0068,/fake/chatgpt_match_val_50/chatgpt_match_val_20.png,textual_veracity_distortion,Fake,1,0.000635451,0.28655654
69,smoke_0069,/fake/fever_AI_val_100/fever_dalle_val_2.png,textual_veracity_distortion,Fake,1,0.0019029522,0.30185235
70,smoke_0070,/fake/fever_AI_val_100/fever_val_AI_36.png,textual_veracity_distortion,Fake,1,0.04131082,0.21681163
71,smoke_0071,/fake/chatgpt_match_val_50/chatgpt_match_val_21.png,textual_veracity_distortion,Fake,1,0.5145755,0.23903921
72,smoke_0072,/fake/politicat_match_val_50/politicat_match_val_41.png,textual_veracity_distortion,Fake,1,0.0069724466,0.25712234
73,smoke_0073,/fake/llm_rewrite_val_30/chatgpt_rewrite_md_val_11.png,textual_veracity_distortion,Fake,1,0.4831283,0.22034363
74,smoke_0074,/fake/llm_gossip_md_generation_val_10/llm_gossip_val_1.png,textual_veracity_distortion,Fake,1,0.0059157386,0.28576213
75,smoke_0075,/fake/llm_rewrite_val_30/chatgpt_rewrite_md_val_15.png,textual_veracity_distortion,Fake,1,0.012567765,0.29085615
76,smoke_0076,/fake/fever_AI_val_100/fever_val_SD_1.png,textual_veracity_distortion,Fake,1,0.00018631599,0.2961653
77,smoke_0077,/fake/fever_AI_val_100/fever_val_SD_17.png,textual_veracity_distortion,Fake,1,4.8460356e-06,0.36323094
78,smoke_0078,/fake/chatgpt_match_val_50/chatgpt_match_val_27.png,textual_veracity_distortion,Fake,1,0.9985191,0.14769112
79,smoke_0079,/fake/chatgpt_match_val_50/chatgpt_match_val_26.png,textual_veracity_distortion,Fake,1,0.654335,0.17316231
80,smoke_0080,/fake/fever_AI_val_100/fever_val_AI_49.png,textual_veracity_distortion,Fake,1,0.0019829038,0.28379935
81,smoke_0081,/fake/gossipcop_match_val_25/gossipcop_match_val_12.png,textual_veracity_distortion,Fake,1,0.014176717,0.2728124
82,smoke_0082,/fake/politicat_match_val_50/politicat_match_val_6.png,textual_veracity_distortion,Fake,1,0.073102035,0.24333307
83,smoke_0083,/fake/politicat_match_val_50/politicat_match_val_39.png,textual_veracity_distortion,Fake,1,0.997884,0.12451116
84,smoke_0084,/fake/gossipcop_midjourney_val_25/gossipcop_val_9.png,textual_veracity_distortion,Fake,1,0.0078015947,0.2673286
85,smoke_0085,/fake/politicat_match_val_50/politicat_match_val_42.png,textual_veracity_distortion,Fake,1,0.006537075,0.29680848
86,smoke_0086,/fake/llm_gossip_md_generation_val_10/llm_gossip_val_8.png,textual_veracity_distortion,Fake,1,0.013370254,0.27236366
87,smoke_0087,/fake/politicat_match_val_50/politicat_match_val_13.png,textual_veracity_distortion,Fake,1,0.9887571,0.16326734
88,smoke_0088,/fake/fever_AI_val_100/fever_val_AI_20.png,textual_veracity_distortion,Fake,1,0.00095687027,0.2690559
89,smoke_0089,/fake/fever_AI_val_100/fever_dalle_val_19.png,textual_veracity_distortion,Fake,1,0.1082134,0.23122182
90,smoke_0090,/fake/fever_AI_val_100/fever_val_AI_27.png,textual_veracity_distortion,Fake,1,0.007932224,0.26198572
91,smoke_0091,/fake/chatgpt_match_val_50/chatgpt_match_val_32.png,textual_veracity_distortion,Fake,1,0.0004353074,0.28640324
92,smoke_0092,/fake/politicat_match_val_50/politicat_match_val_19.png,textual_veracity_distortion,Fake,1,0.9986902,0.11099509
93,smoke_0093,/fake/politicat_match_val_50/politicat_match_val_43.png,textual_veracity_distortion,Fake,1,0.04273358,0.24060702
94,smoke_0094,/fake/llm_rewrite_val_30/chatgpt_rewrite_dalle_val_16.png,textual_veracity_distortion,Fake,1,0.00013572718,0.313856
95,smoke_0095,/fake/llm_science_md_generation_val_10/llm_science_val_5.png,textual_veracity_distortion,Fake,1,0.090371676,0.26008737
96,smoke_0096,/fake/fever_AI_val_100/fever_val_AI_8.png,textual_veracity_distortion,Fake,1,0.0066852723,0.26028198
97,smoke_0097,/fake/fever_AI_val_100/fever_val_SD_5.png,textual_veracity_distortion,Fake,1,0.0125943795,0.2583033
98,smoke_0098,/fake/gossipcop_midjourney_val_25/gossipcop_val_14.png,textual_veracity_distortion,Fake,1,0.44300014,0.20723954
99,smoke_0099,/fake/llm_rewrite_val_30/chatgpt_rewrite_dalle_val_29.png,textual_veracity_distortion,Fake,1,9.9269855e-05,0.30872697
100,smoke_0100,/fake/fever_AI_val_100/fever_val_AI_24.png,textual_veracity_distortion,Fake,1,0.038250227,0.19875458
101,smoke_0101,/fake/politicat_match_val_50/politicat_match_val_15.png,textual_veracity_distortion,Fake,1,0.2150559,0.23294204
102,smoke_0102,/fake/llm_gossip_md_generation_val_10/llm_gossip_val_5.png,textual_veracity_distortion,Fake,1,0.9919166,0.13028675
103,smoke_0103,/fake/gossipcop_match_val_25/gossipcop_match_val_9.png,textual_veracity_distortion,Fake,1,0.07448648,0.2439129
104,smoke_0104,/fake/politicat_match_val_50/politicat_match_val_16.png,textual_veracity_distortion,Fake,1,0.9976693,0.12130171
105,smoke_0105,/fake/fever_AI_val_100/fever_val_SD_3.png,textual_veracity_distortion,Fake,1,0.005488624,0.25435176
106,smoke_0106,/fake/politicat_match_val_50/politicat_match_val_37.png,textual_veracity_distortion,Fake,1,0.00013310817,0.30292803
107,smoke_0107,/fake/llm_rewrite_val_30/chatgpt_rewrite_md_val_1.png,textual_veracity_distortion,Fake,1,0.030834217,0.24955994
108,smoke_0108,/fake/llm_gossip_md_generation_val_10/llm_gossip_val_2.png,textual_veracity_distortion,Fake,1,0.008633588,0.29199272
109,smoke_0109,/fake/chatgpt_match_val_50/chatgpt_match_val_3.png,textual_veracity_distortion,Fake,1,0.97538006,0.18749738
110,smoke_0110,/fake/politicat_match_val_50/politicat_match_val_40.png,textual_veracity_distortion,Fake,1,0.9918942,0.1379173
111,smoke_0111,/fake/fever_AI_val_100/fever_val_SD_15.png,textual_veracity_distortion,Fake,1,0.055587754,0.23185873
112,smoke_0112,/fake/llm_rewrite_val_30/chatgpt_rewrite_md_val_28.png,textual_veracity_distortion,Fake,1,0.00036125808,0.2659037
113,smoke_0113,/fake/politicat_match_val_50/politicat_match_val_8.png,textual_veracity_distortion,Fake,1,0.00418581,0.30647755
114,smoke_0114,/fake/fever_AI_val_100/fever_val_AI_10.png,textual_veracity_distortion,Fake,1,0.7023157,0.20161001
115,smoke_0115,/fake/llm_rewrite_val_30/chatgpt_rewrite_dalle_val_9.png,textual_veracity_distortion,Fake,1,5.4798737e-05,0.32593665
116,smoke_0116,/fake/fever_AI_val_100/fever_dalle_val_8.png,textual_veracity_distortion,Fake,1,0.00041431177,0.28809315
117,smoke_0117,/fake/gossipcop_midjourney_val_25/gossipcop_val_16.png,textual_veracity_distortion,Fake,1,0.025475536,0.25373185
118,smoke_0118,/fake/chatgpt_match_val_50/chatgpt_match_val_6.png,textual_veracity_distortion,Fake,1,0.011620796,0.26495713
119,smoke_0119,/fake/fever_AI_val_100/fever_val_AI_16.png,textual_veracity_distortion,Fake,1,0.011913001,0.25348428
120,smoke_0120,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_40.png,mismatch,Fake,1,0.48947564,0.18740821
121,smoke_0121,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_29.png,mismatch,Fake,1,0.9999958,0.099396065
122,smoke_0122,/fake/Newsclipings_person_val_50/Newsclipings_person_val_47.png,mismatch,Fake,1,0.9995203,0.14325452
123,smoke_0123,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_25.png,mismatch,Fake,1,0.9999994,0.0501299
124,smoke_0124,/fake/Newsclipings_person_val_50/Newsclipings_person_val_34.png,mismatch,Fake,1,0.9984622,0.13862765
125,smoke_0125,/fake/coco_image_edit_val_50/coco_image_edit_val_46.png,mismatch,Fake,1,0.61005104,0.18737847
126,smoke_0126,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_48.png,mismatch,Fake,1,0.9999995,0.04953473
127,smoke_0127,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_28.png,mismatch,Fake,1,0.9600361,0.19371776
128,smoke_0128,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_17.png,mismatch,Fake,1,0.0009417955,0.31163996
129,smoke_0129,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_31.png,mismatch,Fake,1,0.026681697,0.2788514
130,smoke_0130,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_14.png,mismatch,Fake,1,0.0005359866,0.30850732
131,smoke_0131,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_31.png,mismatch,Fake,1,0.99999416,0.09234954
132,smoke_0132,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_15.png,mismatch,Fake,1,0.99898356,0.13915399
133,smoke_0133,/fake/coco_image_edit_val_50/coco_image_edit_val_19.png,mismatch,Fake,1,0.6354391,0.19864929
134,smoke_0134,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_26.png,mismatch,Fake,1,0.8281343,0.16239685
135,smoke_0135,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_3.png,mismatch,Fake,1,0.9980835,0.12438776
136,smoke_0136,/fake/Newsclipings_person_val_50/Newsclipings_person_val_26.png,mismatch,Fake,1,0.9968675,0.18186238
137,smoke_0137,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_13.png,mismatch,Fake,1,0.013887273,0.27414823
138,smoke_0138,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_25.png,mismatch,Fake,1,0.08719513,0.20884007
139,smoke_0139,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_30.png,mismatch,Fake,1,0.99956745,0.122129105
140,smoke_0140,/fake/coco_text_edit_val_50/coco_text_edit_val_5.png,mismatch,Fake,1,0.0049059247,0.265648
141,smoke_0141,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_47.png,mismatch,Fake,1,0.0015762353,0.25793123
142,smoke_0142,/fake/coco_text_edit_val_50/coco_text_edit_val_25.png,mismatch,Fake,1,0.006497824,0.24629924
143,smoke_0143,/fake/Newsclipings_person_val_50/Newsclipings_person_val_10.png,mismatch,Fake,1,0.9998698,0.1163381
144,smoke_0144,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_10.png,mismatch,Fake,1,0.011370379,0.28941837
145,smoke_0145,/fake/coco_text_edit_val_50/coco_text_edit_val_38.png,mismatch,Fake,1,0.092115276,0.20873375
146,smoke_0146,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_38.png,mismatch,Fake,1,0.19749746,0.22056846
147,smoke_0147,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_44.png,mismatch,Fake,1,0.9865832,0.17228557
148,smoke_0148,/fake/coco_text_edit_val_50/coco_text_edit_val_19.png,mismatch,Fake,1,0.9832855,0.11690426
149,smoke_0149,/fake/Newsclipings_person_val_50/Newsclipings_person_val_23.png,mismatch,Fake,1,0.0007702862,0.33370554
150,smoke_0150,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_4.png,mismatch,Fake,1,0.01628619,0.27048653
151,smoke_0151,/fake/Newsclipings_person_val_50/Newsclipings_person_val_41.png,mismatch,Fake,1,0.99029446,0.20558321
152,smoke_0152,/fake/coco_image_edit_val_50/coco_image_edit_val_36.png,mismatch,Fake,1,0.0043787863,0.259408
153,smoke_0153,/fake/Newsclipings_person_val_50/Newsclipings_person_val_6.png,mismatch,Fake,1,0.99999213,0.12546857
154,smoke_0154,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_30.png,mismatch,Fake,1,0.94056565,0.20140938
155,smoke_0155,/fake/coco_image_edit_val_50/coco_image_edit_val_8.png,mismatch,Fake,1,0.99799085,0.11491963
156,smoke_0156,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_42.png,mismatch,Fake,1,0.9997825,0.12865244
157,smoke_0157,/fake/coco_text_edit_val_50/coco_text_edit_val_41.png,mismatch,Fake,1,0.9943434,0.125657
158,smoke_0158,/fake/Newsclipings_person_val_50/Newsclipings_person_val_18.png,mismatch,Fake,1,0.98460555,0.21275973
159,smoke_0159,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_34.png,mismatch,Fake,1,0.9947871,0.1626882
160,smoke_0160,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_43.png,mismatch,Fake,1,6.455144e-05,0.34774053
161,smoke_0161,/fake/coco_text_edit_val_50/coco_text_edit_val_15.png,mismatch,Fake,1,0.019598426,0.2616253
162,smoke_0162,/fake/coco_text_edit_val_50/coco_text_edit_val_7.png,mismatch,Fake,1,0.2817092,0.22254953
163,smoke_0163,/fake/coco_text_edit_val_50/coco_text_edit_val_47.png,mismatch,Fake,1,0.0005083954,0.27833357
164,smoke_0164,/fake/Newsclipings_person_val_50/Newsclipings_person_val_45.png,mismatch,Fake,1,0.0036983218,0.32890454
165,smoke_0165,/fake/Newsclipings_person_val_50/Newsclipings_person_val_46.png,mismatch,Fake,1,0.24220194,0.25622654
166,smoke_0166,/fake/coco_text_edit_val_50/coco_text_edit_val_11.png,mismatch,Fake,1,0.0003498109,0.2861747
167,smoke_0167,/fake/coco_text_edit_val_50/coco_text_edit_val_10.png,mismatch,Fake,1,0.20341115,0.21862766
168,smoke_0168,/fake/coco_text_edit_val_50/coco_text_edit_val_9.png,mismatch,Fake,1,0.088625625,0.25548494
169,smoke_0169,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_41.png,mismatch,Fake,1,0.14085184,0.26818883
170,smoke_0170,/fake/Newsclipings_semantic_val_50/Newsclipings_semantic_val_20.png,mismatch,Fake,1,0.9965753,0.1546322
171,smoke_0171,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_34.png,mismatch,Fake,1,0.05407823,0.24294269
172,smoke_0172,/fake/Newsclipings_person_val_50/Newsclipings_person_val_20.png,mismatch,Fake,1,0.012110017,0.24626589
173,smoke_0173,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_43.png,mismatch,Fake,1,0.99999964,0.026507825
174,smoke_0174,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_39.png,mismatch,Fake,1,0.1674134,0.23514852
175,smoke_0175,/fake/Newsclipings_scene_val_50/Newsclipings_scene_val_24.png,mismatch,Fake,1,0.9687247,0.18605071
176,smoke_0176,/fake/DGM4_text_edit_senti_val_50/DGM4_text_edit_senti_val_20.png,mismatch,Fake,1,0.9992142,0.14428736
177,smoke_0177,/fake/coco_text_edit_val_50/coco_text_edit_val_3.png,mismatch,Fake,1,0.27053833,0.22059023
178,smoke_0178,/fake/coco_text_edit_val_50/coco_text_edit_val_1.png,mismatch,Fake,1,0.0014040907,0.26611796
179,smoke_0179,/fake/Newsclipings_person_val_50/Newsclipings_person_val_37.png,mismatch,Fake,1,0.9848681,0.18481189
180,smoke_0180,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_28.png,visual_veracity_distortion,Fake,1,0.7763692,0.14548126
181,smoke_0181,/fake/antifact_image_generation_val_50/visualnews_antifact_val_37.png,visual_veracity_distortion,Fake,1,0.06487586,0.2562517
182,smoke_0182,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_31.png,visual_veracity_distortion,Fake,1,0.25009784,0.15239292
183,smoke_0183,/fake/antifact_image_generation_val_50/coco_antifact_val_13.png,visual_veracity_distortion,Fake,1,0.0014795518,0.27422637
184,smoke_0184,/fake/antifact_image_generation_val_50/coco_antifact_val_28.png,visual_veracity_distortion,Fake,1,0.012897918,0.27459195
185,smoke_0185,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_9.png,visual_veracity_distortion,Fake,1,0.0040666866,0.20014808
186,smoke_0186,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_19.png,visual_veracity_distortion,Fake,1,0.57536185,0.19555934
187,smoke_0187,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_2.png,visual_veracity_distortion,Fake,1,0.7566986,0.14633241
188,smoke_0188,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_42.png,visual_veracity_distortion,Fake,1,0.7923235,0.1760898
189,smoke_0189,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_46.png,visual_veracity_distortion,Fake,1,0.9150211,0.14256534
190,smoke_0190,/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_3.png,visual_veracity_distortion,Fake,1,0.6033458,0.19490615
191,smoke_0191,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_7.png,visual_veracity_distortion,Fake,1,0.58228433,0.19554189
192,smoke_0192,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_36.png,visual_veracity_distortion,Fake,1,0.6673084,0.14429969
193,smoke_0193,/fake/antifact_image_generation_val_50/coco_antifact_val_22.png,visual_veracity_distortion,Fake,1,0.002217491,0.27442026
194,smoke_0194,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_39.png,visual_veracity_distortion,Fake,1,0.0021295627,0.28012148
195,smoke_0195,/fake/antifact_image_generation_val_50/coco_antifact_val_24.png,visual_veracity_distortion,Fake,1,0.32424414,0.20764726
196,smoke_0196,/fake/antifact_image_generation_val_50/coco_antifact_val_23.png,visual_veracity_distortion,Fake,1,0.1989636,0.23990211
197,smoke_0197,/fake/antifact_image_generation_val_50/coco_antifact_val_26.png,visual_veracity_distortion,Fake,1,0.0019359426,0.27362454
198,smoke_0198,/fake/Fakeddit_photo_edit_val_50/Fakeddit_photo_edit_val_10.png,visual_veracity_distortion,Fake,1,0.020643791,0.21066976
199,smoke_0199,/fake/antifact_image_generation_val_50/visualnews_antifact_val_blend_5.png,visual_veracity_distortion,Fake,1,0.9759152,0.18721658
